"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobRole","MaritalStatus","NumCompaniesWorked","OverTime","TotalWorkingYears"
34,"Yes","Non-Travel","Research & Development","Far",4,"Technical Degree","Male","Research Scientist","Married","0-3","Yes","0-10"
56,"Yes","Travel_Rarely","Research & Development","Very Far",2,"Life Sciences","Male","Laboratory Technician","Single","0-3","No","0-10"
36,"No","Travel_Rarely","Sales","Far",2,"Marketing","Male","Sales Executive","Married","0-3","No","11-20"
41,"No","Travel_Rarely","Sales","Near",3,"Marketing","Female","Sales Executive","Married","4-6","No","11-20"
42,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Male","Research Director","Married","7-9","No","11-20"
31,"No","Travel_Rarely","Sales","Near",2,"Medical","Female","Sales Executive","Divorced","0-3","Yes","0-10"
34,"No","Travel_Rarely","Sales","Near",1,"Medical","Female","Sales Executive","Married","0-3","Yes","0-10"
31,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Female","Laboratory Technician","Divorced","7-9","No","0-10"
26,"No","Travel_Frequently","Research & Development","Near",3,"Other","Male","Laboratory Technician","Married","0-3","No","0-10"
45,"No","Travel_Frequently","Research & Development","Near",4,"Medical","Male","Healthcare Representative","Single","4-6","No","11-20"
33,"No","Travel_Rarely","Sales","Near",4,"Marketing","Male","Sales Executive","Single","0-3","No","0-10"
28,"No","Travel_Frequently","Sales","Near",2,"Life Sciences","Male","Sales Executive","Married","0-3","Yes","0-10"
29,"Yes","Travel_Frequently","Sales","Very Far",3,"Technical Degree","Male","Sales Representative","Single","0-3","No","0-10"
39,"No","Non-Travel","Sales","Very Far",4,"Life Sciences","Female","Sales Executive","Married","4-6","No","0-10"
27,"No","Travel_Rarely","Research & Development","Near",4,"Technical Degree","Male","Research Scientist","Married","0-3","No","0-10"
34,"No","Travel_Frequently","Research & Development","Very Far",4,"Other","Male","Research Scientist","Married","0-3","Yes","11-20"
28,"Yes","Travel_Rarely","Sales","Far",2,"Marketing","Female","Sales Executive","Single","0-3","Yes","0-10"
47,"No","Non-Travel","Research & Development","Far",4,"Technical Degree","Male","Research Scientist","Married","7-9","No","11-20"
56,"No","Travel_Rarely","Sales","Far",5,"Marketing","Female","Sales Executive","Married","4-6","No","0-10"
39,"No","Travel_Rarely","Research & Development","Near",2,"Medical","Male","Manufacturing Director","Married","0-3","No","0-10"
38,"No","Travel_Frequently","Research & Development","Near",3,"Medical","Female","Research Scientist","Divorced","0-3","Yes","11-20"
58,"No","Travel_Rarely","Sales","Very Far",3,"Life Sciences","Female","Manager","Married","4-6","Yes","21-30"
32,"Yes","Travel_Frequently","Research & Development","Near",2,"Life Sciences","Female","Research Scientist","Single","0-3","Yes","0-10"
38,"No","Travel_Rarely","Research & Development","Near",2,"Life Sciences","Male","Research Scientist","Divorced","0-3","No","0-10"
49,"No","Travel_Frequently","Research & Development","Near",1,"Life Sciences","Male","Research Director","Married","0-3","No","21-30"
42,"No","Travel_Rarely","Sales","Far",4,"Marketing","Male","Sales Executive","Divorced","0-3","Yes","11-20"
27,"Yes","Travel_Frequently","Human Resources","Very Far",3,"Human Resources","Female","Human Resources","Married","0-3","No","0-10"
35,"No","Travel_Rarely","Sales","Far",4,"Medical","Male","Sales Executive","Married","0-3","No","0-10"
28,"No","Non-Travel","Research & Development","Far",3,"Medical","Male","Research Scientist","Single","0-3","No","0-10"
31,"No","Non-Travel","Research & Development","Near",2,"Medical","Male","Research Scientist","Divorced","0-3","Yes","0-10"
36,"No","Non-Travel","Research & Development","Near",4,"Life Sciences","Male","Laboratory Technician","Married","0-3","No","0-10"
34,"No","Travel_Rarely","Sales","Near",3,"Marketing","Male","Sales Executive","Single","0-3","No","11-20"
34,"No","Travel_Rarely","Sales","Far",4,"Medical","Male","Sales Executive","Divorced","0-3","No","0-10"
26,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Male","Laboratory Technician","Single","0-3","No","0-10"
29,"No","Travel_Rarely","Research & Development","Near",3,"Life Sciences","Male","Healthcare Representative","Married","0-3","No","0-10"
32,"No","Non-Travel","Research & Development","Far",4,"Medical","Female","Healthcare Representative","Divorced","4-6","No","0-10"
31,"No","Travel_Frequently","Research & Development","Near",3,"Life Sciences","Male","Research Scientist","Married","0-3","No","0-10"
28,"Yes","Travel_Rarely","Research & Development","Far",3,"Technical Degree","Male","Laboratory Technician","Divorced","4-6","No","0-10"
38,"No","Travel_Rarely","Sales","Near",3,"Life Sciences","Male","Sales Representative","Single","4-6","No","11-20"
35,"No","Travel_Rarely","Sales","Near",4,"Life Sciences","Female","Sales Executive","Married","0-3","Yes","0-10"
27,"No","Travel_Rarely","Sales","Near",3,"Marketing","Male","Sales Executive","Single","0-3","No","0-10"
32,"No","Travel_Rarely","Research & Development","Near",4,"Life Sciences","Male","Manufacturing Director","Single","7-9","No","0-10"
31,"Yes","Travel_Frequently","Sales","Very Far",4,"Marketing","Male","Sales Executive","Married","0-3","Yes","0-10"
53,"Yes","Travel_Rarely","Sales","Very Far",4,"Life Sciences","Male","Sales Executive","Single","4-6","Yes","11-20"
54,"No","Travel_Rarely","Research & Development","Near",2,"Life Sciences","Female","Research Scientist","Married","0-3","No","0-10"
33,"No","Travel_Frequently","Research & Development","Near",2,"Life Sciences","Male","Healthcare Representative","Divorced","0-3","No","0-10"
43,"No","Travel_Rarely","Research & Development","Far",3,"Life Sciences","Male","Healthcare Representative","Married","0-3","No","0-10"
38,"No","Travel_Frequently","Human Resources","Near",4,"Other","Male","Human Resources","Married","0-3","Yes","0-10"
55,"No","Travel_Rarely","Human Resources","Very Far",4,"Human Resources","Male","Manager","Married","4-6","Yes","31-40"
31,"No","Travel_Rarely","Research & Development","Near",1,"Medical","Female","Laboratory Technician","Divorced","0-3","Yes","0-10"
39,"No","Travel_Rarely","Sales","Far",4,"Marketing","Male","Sales Executive","Single","0-3","No","21-30"
42,"No","Non-Travel","Research & Development","Very Far",2,"Life Sciences","Male","Research Scientist","Single","0-3","No","11-20"
31,"No","Non-Travel","Research & Development","Near",3,"Medical","Female","Research Director","Married","4-6","No","11-20"
54,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Female","Manufacturing Director","Single","4-6","Yes","0-10"
24,"No","Travel_Rarely","Research & Development","Near",2,"Life Sciences","Male","Healthcare Representative","Single","0-3","No","0-10"
23,"No","Travel_Rarely","Research & Development","Far",2,"Other","Male","Laboratory Technician","Single","0-3","No","0-10"
40,"No","Travel_Frequently","Research & Development","Far",3,"Technical Degree","Female","Laboratory Technician","Married","0-3","No","0-10"
40,"No","Travel_Rarely","Sales","Near",2,"Marketing","Female","Sales Executive","Married","0-3","No","11-20"
25,"No","Travel_Rarely","Human Resources","Near",3,"Human Resources","Female","Human Resources","Married","4-6","No","0-10"
30,"No","Travel_Rarely","Research & Development","Near",2,"Medical","Male","Laboratory Technician","Married","0-3","No","11-20"
25,"No","Travel_Rarely","Research & Development","Near",1,"Other","Male","Laboratory Technician","Divorced","4-6","Yes","0-10"
47,"No","Travel_Rarely","Research & Development","Very Far",3,"Medical","Male","Healthcare Representative","Single","0-3","No","21-30"
33,"No","Non-Travel","Research & Development","Near",2,"Medical","Male","Laboratory Technician","Divorced","0-3","No","0-10"
38,"No","Travel_Rarely","Sales","Near",4,"Life Sciences","Male","Sales Executive","Married","0-3","No","11-20"
31,"No","Travel_Rarely","Sales","Near",2,"Life Sciences","Male","Sales Representative","Married","0-3","No","0-10"
38,"No","Travel_Frequently","Research & Development","Near",4,"Life Sciences","Male","Manufacturing Director","Married","0-3","No","0-10"
42,"No","Travel_Rarely","Research & Development","Far",4,"Life Sciences","Male","Research Scientist","Divorced","4-6","Yes","0-10"
41,"No","Travel_Rarely","Research & Development","Near",3,"Life Sciences","Male","Research Scientist","Married","0-3","No","11-20"
47,"No","Non-Travel","Research & Development","Near",1,"Medical","Female","Research Director","Married","0-3","No","11-20"
35,"No","Travel_Rarely","Research & Development","Far",4,"Medical","Male","Laboratory Technician","Married","7-9","Yes","0-10"
22,"No","Travel_Rarely","Research & Development","Near",2,"Life Sciences","Male","Research Scientist","Single","0-3","No","0-10"
35,"No","Travel_Rarely","Research & Development","Near",4,"Medical","Male","Research Scientist","Single","0-3","No","0-10"
33,"No","Travel_Rarely","Research & Development","Far",2,"Medical","Female","Healthcare Representative","Married","0-3","Yes","0-10"
32,"No","Travel_Rarely","Research & Development","Very Far",4,"Life Sciences","Female","Laboratory Technician","Single","0-3","No","0-10"
40,"No","Travel_Rarely","Research & Development","Near",4,"Life Sciences","Male","Laboratory Technician","Married","7-9","No","0-10"
32,"No","Travel_Rarely","Sales","Near",4,"Medical","Male","Sales Representative","Married","0-3","No","0-10"
39,"No","Travel_Rarely","Research & Development","Very Far",1,"Life Sciences","Male","Research Scientist","Single","7-9","No","11-20"
38,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Female","Research Director","Married","0-3","No","11-20"
32,"No","Travel_Rarely","Sales","Near",4,"Marketing","Female","Sales Executive","Married","0-3","No","11-20"
37,"No","Travel_Rarely","Research & Development","Near",3,"Life Sciences","Female","Research Director","Married","0-3","Yes","11-20"
25,"No","Travel_Rarely","Sales","Near",2,"Other","Female","Sales Executive","Divorced","0-3","Yes","0-10"
52,"No","Non-Travel","Sales","Very Far",4,"Life Sciences","Male","Sales Representative","Divorced","0-3","No","11-20"
44,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Male","Research Scientist","Single","4-6","Yes","0-10"
21,"No","Travel_Rarely","Sales","Near",1,"Medical","Male","Sales Representative","Single","0-3","Yes","0-10"
39,"No","Non-Travel","Research & Development","Near",3,"Life Sciences","Male","Manager","Single","0-3","No","21-30"
23,"Yes","Travel_Frequently","Sales","Near",3,"Marketing","Male","Sales Representative","Married","0-3","No","0-10"
36,"No","Travel_Rarely","Sales","Near",3,"Medical","Female","Sales Executive","Married","0-3","No","0-10"
36,"No","Travel_Frequently","Research & Development","Near",2,"Life Sciences","Female","Manufacturing Director","Divorced","7-9","No","11-20"
56,"No","Non-Travel","Research & Development","Near",4,"Life Sciences","Male","Healthcare Representative","Divorced","0-3","No","11-20"
29,"Yes","Travel_Rarely","Research & Development","Near",4,"Medical","Male","Research Scientist","Married","7-9","Yes","0-10"
42,"No","Travel_Rarely","Research & Development","Near",3,"Life Sciences","Male","Manager","Married","4-6","No","21-30"
56,"Yes","Travel_Rarely","Research & Development","Near",2,"Technical Degree","Male","Laboratory Technician","Married","7-9","No","11-20"
41,"No","Travel_Rarely","Research & Development","Very Far",4,"Life Sciences","Female","Manufacturing Director","Married","0-3","No","21-30"
34,"No","Travel_Rarely","Sales","Very Far",3,"Marketing","Female","Sales Executive","Married","0-3","No","0-10"
36,"No","Non-Travel","Sales","Far",4,"Marketing","Male","Sales Executive","Divorced","0-3","No","11-20"
41,"No","Travel_Rarely","Sales","Near",3,"Life Sciences","Male","Sales Executive","Divorced","0-3","No","11-20"
32,"No","Travel_Rarely","Research & Development","Near",3,"Technical Degree","Male","Research Scientist","Single","0-3","No","0-10"
35,"No","Travel_Rarely","Human Resources","Very Far",4,"Life Sciences","Female","Human Resources","Single","0-3","Yes","0-10"
38,"No","Travel_Rarely","Sales","Near",2,"Life Sciences","Female","Sales Executive","Married","0-3","No","0-10"
50,"Yes","Travel_Frequently","Sales","Near",4,"Life Sciences","Male","Sales Executive","Divorced","7-9","No","11-20"
36,"No","Travel_Rarely","Sales","Far",4,"Marketing","Female","Sales Executive","Married","4-6","No","0-10"
45,"No","Travel_Rarely","Sales","Far",3,"Life Sciences","Female","Sales Executive","Single","7-9","No","0-10"
40,"No","Travel_Rarely","Research & Development","Near",4,"Life Sciences","Male","Research Scientist","Single","0-3","No","0-10"
35,"No","Travel_Frequently","Research & Development","Far",4,"Life Sciences","Male","Healthcare Representative","Married","0-3","Yes","0-10"
40,"No","Travel_Rarely","Research & Development","Near",4,"Medical","Female","Research Scientist","Married","0-3","No","11-20"
35,"No","Travel_Rarely","Research & Development","Near",4,"Life Sciences","Female","Research Scientist","Married","0-3","No","0-10"
29,"No","Travel_Rarely","Research & Development","Far",2,"Other","Male","Laboratory Technician","Married","4-6","Yes","0-10"
29,"No","Travel_Rarely","Research & Development","Very Far",4,"Medical","Female","Research Scientist","Single","0-3","No","0-10"
50,"Yes","Travel_Rarely","Sales","Very Far",3,"Marketing","Male","Sales Executive","Divorced","4-6","Yes","11-20"
39,"No","Travel_Rarely","Sales","Very Far",1,"Marketing","Female","Sales Executive","Married","0-3","No","21-30"
31,"No","Non-Travel","Research & Development","Near",3,"Medical","Male","Manufacturing Director","Single","0-3","No","0-10"
26,"No","Travel_Rarely","Sales","Near",3,"Other","Female","Sales Representative","Single","0-3","No","0-10"
36,"No","Travel_Frequently","Research & Development","Very Far",2,"Medical","Male","Laboratory Technician","Married","4-6","No","11-20"
39,"No","Travel_Rarely","Research & Development","Near",1,"Medical","Male","Healthcare Representative","Married","4-6","No","0-10"
27,"No","Travel_Rarely","Research & Development","Near",3,"Life Sciences","Male","Manufacturing Director","Married","0-3","Yes","0-10"
